Harvest,Region,SHY,Irrigation_type,Value
2018/2019 MAHA,VAVUNIYA,Yield,RainFed,5180
2018/2019 MAHA,MULATIVU,Yield,RainFed,4162
2018/2019 MAHA,KILLINOCHCHI,Yield,RainFed,2917
2018/2019 MAHA,BATTICALOA,Yield,RainFed,3025
2018/2019 MAHA,AMPARA,Yield,RainFed,4138
2018/2019 MAHA,TRINCOMALEE,Yield,RainFed,3320
2018/2019 MAHA,KURUNEGALA,Yield,RainFed,4370
2018/2019 MAHA,PUTTALAM,Yield,RainFed,3891
2018/2019 MAHA,ANURADHAPURA,Yield,RainFed,4207
2018/2019 MAHA,POLONNARUWA,Yield,RainFed,4840
2018/2019 MAHA,BADULLA,Yield,RainFed,4350
2018/2019 MAHA,MONARAGALA,Yield,RainFed,3915
2018/2019 MAHA,RATNAPURA,Yield,RainFed,3850
2018/2019 MAHA,KEGALLE,Yield,RainFed,4794
2018 YALA,COLOMBO,Sown,Major,130
2018 YALA,GAMPAHA,Sown,Major,1383
2018 YALA,KALUTARA,Sown,Major,96
2018 YALA,KANDY,Sown,Major,2214
2018 YALA,MATALE,Sown,Major,3760
2018 YALA,NUWARAELIYA,Sown,Major,488
2018 YALA,GALLE,Sown,Major,6
2018 YALA,MATARA,Sown,Major,3996
2018 YALA,HAMBANTOTA,Sown,Major,18959
2018 YALA,JAFFNA,Sown,Major,NA
2018 YALA,MANNAR,Sown,Major,479
2018 YALA,VAVUNIYA,Sown,Major,293
2018 YALA,MULATIVU,Sown,Major,1235
2018 YALA,KILLINOCHCHI,Sown,Major,948
2018 YALA,BATTICALOA,Sown,Major,19159
2018 YALA,AMPARA,Sown,Major,41981
2018 YALA,TRINCOMALEE,Sown,Major,17291
2018 YALA,KURUNEGALA,Sown,Major,11239
2018 YALA,PUTTALAM,Sown,Major,5352
2018 YALA,ANURADHAPURA,Sown,Major,15434
2018 YALA,POLONNARUWA,Sown,Major,55651
2018 YALA,BADULLA,Sown,Major,7364
2018 YALA,MONARAGALA,Sown,Major,6044
2018 YALA,RATNAPURA,Sown,Major,2040
2018 YALA,KEGALLE,Sown,Major,NA
2018 YALA,UDA WALAWE,Sown,Major,10518
2018 YALA,MAHAWELI 'H',Sown,Major,16482
2018 YALA,COLOMBO,Sown,Minor,202
2018 YALA,GAMPAHA,Sown,Minor,2102
2018 YALA,KALUTARA,Sown,Minor,891
2018 YALA,KANDY,Sown,Minor,2666
2018 YALA,MATALE,Sown,Minor,3591
2018 YALA,NUWARAELIYA,Sown,Minor,2027
2018 YALA,GALLE,Sown,Minor,767
2018 YALA,MATARA,Sown,Minor,2972
2018 YALA,HAMBANTOTA,Sown,Minor,4632
2018 YALA,JAFFNA,Sown,Minor,NA
2018 YALA,MANNAR,Sown,Minor,NA
2018 YALA,VAVUNIYA,Sown,Minor,157
2018 YALA,MULATIVU,Sown,Minor,400
2018 YALA,KILLINOCHCHI,Sown,Minor,NA
2018 YALA,BATTICALOA,Sown,Minor,4498
2018 YALA,AMPARA,Sown,Minor,1912
2018 YALA,TRINCOMALEE,Sown,Minor,3054
2018 YALA,KURUNEGALA,Sown,Minor,21515
2018 YALA,PUTTALAM,Sown,Minor,6870
2018 YALA,ANURADHAPURA,Sown,Minor,5666
2018 YALA,POLONNARUWA,Sown,Minor,5907
2018 YALA,BADULLA,Sown,Minor,3414
2018 YALA,MONARAGALA,Sown,Minor,6065
2018 YALA,RATNAPURA,Sown,Minor,4163
2018 YALA,KEGALLE,Sown,Minor,1387
2018 YALA,UDA WALAWE,Sown,Minor,NA
2018 YALA,MAHAWELI 'H',Sown,Minor,NA
2018 YALA,COLOMBO,Sown,RainFed,843
2018 YALA,GAMPAHA,Sown,RainFed,2678
2018 YALA,KALUTARA,Sown,RainFed,5191
2018 YALA,KANDY,Sown,RainFed,1509
2018 YALA,MATALE,Sown,RainFed,616
2018 YALA,NUWARAELIYA,Sown,RainFed,7
2018 YALA,GALLE,Sown,RainFed,3172
2018 YALA,MATARA,Sown,RainFed,5255
2018 YALA,HAMBANTOTA,Sown,RainFed,1180
2018 YALA,JAFFNA,Sown,RainFed,NA
2018 YALA,MANNAR,Sown,RainFed,NA
2018 YALA,VAVUNIYA,Sown,RainFed,NA
2018 YALA,MULATIVU,Sown,RainFed,NA
2018 YALA,KILLINOCHCHI,Sown,RainFed,NA
2018 YALA,BATTICALOA,Sown,RainFed,1998
2018 YALA,AMPARA,Sown,RainFed,369
2018 YALA,TRINCOMALEE,Sown,RainFed,8
2018 YALA,KURUNEGALA,Sown,RainFed,17507
2018 YALA,PUTTALAM,Sown,RainFed,779
2018 YALA,ANURADHAPURA,Sown,RainFed,141
2018 YALA,POLONNARUWA,Sown,RainFed,1
2018 YALA,BADULLA,Sown,RainFed,32
2018 YALA,MONARAGALA,Sown,RainFed,711
2018 YALA,RATNAPURA,Sown,RainFed,1090
2018 YALA,KEGALLE,Sown,RainFed,3276
2018 YALA,UDA WALAWE,Sown,RainFed,NA
2018 YALA,MAHAWELI 'H',Sown,RainFed,NA
2018 YALA,COLOMBO,Harvested,Major,130
2018 YALA,GAMPAHA,Harvested,Major,1244
2018 YALA,KALUTARA,Harvested,Major,96
2018 YALA,KANDY,Harvested,Major,2213
2018 YALA,MATALE,Harvested,Major,3753
2018 YALA,NUWARAELIYA,Harvested,Major,487
2018 YALA,GALLE,Harvested,Major,6
2018 YALA,MATARA,Harvested,Major,3965
2018 YALA,HAMBANTOTA,Harvested,Major,18919
2018 YALA,JAFFNA,Harvested,Major,NA
2018 YALA,MANNAR,Harvested,Major,479
2018 YALA,VAVUNIYA,Harvested,Major,283
2018 YALA,MULATIVU,Harvested,Major,1235
2018 YALA,KILLINOCHCHI,Harvested,Major,948
2018 YALA,BATTICALOA,Harvested,Major,19159
2018 YALA,AMPARA,Harvested,Major,39658
2018 YALA,TRINCOMALEE,Harvested,Major,17291
2018 YALA,KURUNEGALA,Harvested,Major,10916
2018 YALA,PUTTALAM,Harvested,Major,5182
2018 YALA,ANURADHAPURA,Harvested,Major,15213
2018 YALA,POLONNARUWA,Harvested,Major,54192
2018 YALA,BADULLA,Harvested,Major,7364
2018 YALA,MONARAGALA,Harvested,Major,5901
2018 YALA,RATNAPURA,Harvested,Major,2040
2018 YALA,KEGALLE,Harvested,Major,NA
2018 YALA,UDA WALAWE,Harvested,Major,10518
2018 YALA,MAHAWELI 'H',Harvested,Major,16453
2018 YALA,COLOMBO,Harvested,Minor,202
2018 YALA,GAMPAHA,Harvested,Minor,2004
2018 YALA,KALUTARA,Harvested,Minor,887
2018 YALA,KANDY,Harvested,Minor,2630
2018 YALA,MATALE,Harvested,Minor,3458
2018 YALA,NUWARAELIYA,Harvested,Minor,2012
2018 YALA,GALLE,Harvested,Minor,766
2018 YALA,MATARA,Harvested,Minor,2945
2018 YALA,HAMBANTOTA,Harvested,Minor,4596
2018 YALA,JAFFNA,Harvested,Minor,NA
2018 YALA,MANNAR,Harvested,Minor,NA
2018 YALA,VAVUNIYA,Harvested,Minor,126
2018 YALA,MULATIVU,Harvested,Minor,400
2018 YALA,KILLINOCHCHI,Harvested,Minor,NA
2018 YALA,BATTICALOA,Harvested,Minor,4498
2018 YALA,AMPARA,Harvested,Minor,1900
2018 YALA,TRINCOMALEE,Harvested,Minor,3054
2018 YALA,KURUNEGALA,Harvested,Minor,19355
2018 YALA,PUTTALAM,Harvested,Minor,6234
2018 YALA,ANURADHAPURA,Harvested,Minor,4916
2018 YALA,POLONNARUWA,Harvested,Minor,5672
2018 YALA,BADULLA,Harvested,Minor,3403
2018 YALA,MONARAGALA,Harvested,Minor,6009
2018 YALA,RATNAPURA,Harvested,Minor,4146
2018 YALA,KEGALLE,Harvested,Minor,1377
2018 YALA,UDA WALAWE,Harvested,Minor,NA
2018 YALA,MAHAWELI 'H',Harvested,Minor,NA
2018 YALA,COLOMBO,Harvested,RainFed,842
2018 YALA,GAMPAHA,Harvested,RainFed,2518
2018 YALA,KALUTARA,Harvested,RainFed,5125
2018 YALA,KANDY,Harvested,RainFed,1489
2018 YALA,MATALE,Harvested,RainFed,502
2018 YALA,NUWARAELIYA,Harvested,RainFed,6
2018 YALA,GALLE,Harvested,RainFed,3172
2018 YALA,MATARA,Harvested,RainFed,5152
2018 YALA,HAMBANTOTA,Harvested,RainFed,1180
2018 YALA,JAFFNA,Harvested,RainFed,NA
2018 YALA,MANNAR,Harvested,RainFed,NA
2018 YALA,VAVUNIYA,Harvested,RainFed,NA
2018 YALA,MULATIVU,Harvested,RainFed,NA
2018 YALA,KILLINOCHCHI,Harvested,RainFed,NA
2018 YALA,BATTICALOA,Harvested,RainFed,1998
2018 YALA,AMPARA,Harvested,RainFed,369
2018 YALA,TRINCOMALEE,Harvested,RainFed,8
2018 YALA,KURUNEGALA,Harvested,RainFed,16559
2018 YALA,PUTTALAM,Harvested,RainFed,665
2018 YALA,ANURADHAPURA,Harvested,RainFed,121
2018 YALA,POLONNARUWA,Harvested,RainFed,1
2018 YALA,BADULLA,Harvested,RainFed,32
2018 YALA,MONARAGALA,Harvested,RainFed,668
2018 YALA,RATNAPURA,Harvested,RainFed,1079
2018 YALA,KEGALLE,Harvested,RainFed,3245
2018 YALA,UDA WALAWE,Harvested,RainFed,NA
2018 YALA,MAHAWELI 'H',Harvested,RainFed,NA
2018 YALA,COLOMBO,Yield,Major,2724
2018 YALA,GAMPAHA,Yield,Major,3193
2018 YALA,KALUTARA,Yield,Major,3271
2018 YALA,KANDY,Yield,Major,5247
2018 YALA,MATALE,Yield,Major,4788
2018 YALA,NUWARAELIYA,Yield,Major,4317
2018 YALA,GALLE,Yield,Major,2708
2018 YALA,MATARA,Yield,Major,4717
2018 YALA,HAMBANTOTA,Yield,Major,6735
2018 YALA,JAFFNA,Yield,Major,NA
2018 YALA,MANNAR,Yield,Major,4777
2018 YALA,VAVUNIYA,Yield,Major,4045
2018 YALA,MULATIVU,Yield,Major,4116
2018 YALA,KILLINOCHCHI,Yield,Major,4773
2018 YALA,BATTICALOA,Yield,Major,4338
2018 YALA,AMPARA,Yield,Major,4878
2018 YALA,TRINCOMALEE,Yield,Major,5100
2018 YALA,KURUNEGALA,Yield,Major,5208
2018 YALA,PUTTALAM,Yield,Major,4634
2018 YALA,ANURADHAPURA,Yield,Major,5696
2018 YALA,POLONNARUWA,Yield,Major,5080
2018 YALA,BADULLA,Yield,Major,4953
2018 YALA,MONARAGALA,Yield,Major,3872
2018 YALA,RATNAPURA,Yield,Major,4393
2018 YALA,KEGALLE,Yield,Major,NA
2018 YALA,UDA WALAWE,Yield,Major,6560
2018 YALA,MAHAWELI 'H',Yield,Major,5681
2018 YALA,COLOMBO,Yield,Minor,3481
2018 YALA,GAMPAHA,Yield,Minor,2532
2018 YALA,KALUTARA,Yield,Minor,3098
2018 YALA,KANDY,Yield,Minor,3672
2018 YALA,MATALE,Yield,Minor,4510
2018 YALA,NUWARAELIYA,Yield,Minor,3977
2018 YALA,GALLE,Yield,Minor,3275
2018 YALA,MATARA,Yield,Minor,3399
2018 YALA,HAMBANTOTA,Yield,Minor,5113
2018 YALA,JAFFNA,Yield,Minor,NA
2018 YALA,MANNAR,Yield,Minor,NA
2018 YALA,VAVUNIYA,Yield,Minor,3994
2018 YALA,MULATIVU,Yield,Minor,4257
2018 YALA,KILLINOCHCHI,Yield,Minor,NA
2018 YALA,BATTICALOA,Yield,Minor,3555
2018 YALA,AMPARA,Yield,Minor,4256
2018 YALA,TRINCOMALEE,Yield,Minor,4399
2018 YALA,KURUNEGALA,Yield,Minor,3663
2018 YALA,PUTTALAM,Yield,Minor,4504
2018 YALA,ANURADHAPURA,Yield,Minor,3957
2018 YALA,POLONNARUWA,Yield,Minor,4974
2018 YALA,BADULLA,Yield,Minor,4078
2018 YALA,MONARAGALA,Yield,Minor,3678
2018 YALA,RATNAPURA,Yield,Minor,4107
2018 YALA,KEGALLE,Yield,Minor,3267
2018 YALA,UDA WALAWE,Yield,Minor,NA
2018 YALA,MAHAWELI 'H',Yield,Minor,NA
2018 YALA,COLOMBO,Yield,RainFed,3289
2018 YALA,GAMPAHA,Yield,RainFed,3759
2018 YALA,KALUTARA,Yield,RainFed,3019
2018 YALA,KANDY,Yield,RainFed,3564
2018 YALA,MATALE,Yield,RainFed,3209
2018 YALA,NUWARAELIYA,Yield,RainFed,3007
2018 YALA,GALLE,Yield,RainFed,3188
2018 YALA,MATARA,Yield,RainFed,3478
2018 YALA,HAMBANTOTA,Yield,RainFed,2948
2018 YALA,JAFFNA,Yield,RainFed,NA
2018 YALA,MANNAR,Yield,RainFed,NA
2018 YALA,VAVUNIYA,Yield,RainFed,NA
2018 YALA,MULATIVU,Yield,RainFed,NA
2018 YALA,KILLINOCHCHI,Yield,RainFed,NA
2018 YALA,BATTICALOA,Yield,RainFed,3099
2018 YALA,AMPARA,Yield,RainFed,3769
2018 YALA,TRINCOMALEE,Yield,RainFed,3259
2018 YALA,KURUNEGALA,Yield,RainFed,3311
2018 YALA,PUTTALAM,Yield,RainFed,3848
2018 YALA,ANURADHAPURA,Yield,RainFed,3831
2018 YALA,POLONNARUWA,Yield,RainFed,3777
2018 YALA,BADULLA,Yield,RainFed,3395
2018 YALA,MONARAGALA,Yield,RainFed,2070
2018 YALA,RATNAPURA,Yield,RainFed,3130
2018 YALA,KEGALLE,Yield,RainFed,3063
2018 YALA,UDA WALAWE,Yield,RainFed,NA
2018 YALA,MAHAWELI 'H',Yield,RainFed,NA
2017/2018 MAHA,COLOMBO,Sown,Major,296
2017/2018 MAHA,GAMPAHA,Sown,Major,1549
2017/2018 MAHA,KALUTARA,Sown,Major,143
2017/2018 MAHA,KANDY,Sown,Major,4214
2017/2018 MAHA,MATALE,Sown,Major,6944
2017/2018 MAHA,NUWARAELIYA,Sown,Major,851
2017/2018 MAHA,GALLE,Sown,Major,201
2017/2018 MAHA,MATARA,Sown,Major,4091
2017/2018 MAHA,HAMBANTOTA,Sown,Major,27585
2017/2018 MAHA,JAFFNA,Sown,Major,NA
2017/2018 MAHA,MANNAR,Sown,Major,15368
2017/2018 MAHA,VAVUNIYA,Sown,Major,2491
2017/2018 MAHA,MULATIVU,Sown,Major,7902
2017/2018 MAHA,KILLINOCHCHI,Sown,Major,11418
2017/2018 MAHA,BATTICALOA,Sown,Major,22656
2017/2018 MAHA,AMPARA,Sown,Major,61028
2017/2018 MAHA,TRINCOMALEE,Sown,Major,20463
2017/2018 MAHA,KURUNEGALA,Sown,Major,11791
2017/2018 MAHA,PUTTALAM,Sown,Major,2093
2017/2018 MAHA,ANURADHAPURA,Sown,Major,23519
2017/2018 MAHA,POLONNARUWA,Sown,Major,54997
2017/2018 MAHA,BADULLA,Sown,Major,5908
2017/2018 MAHA,MONARAGALA,Sown,Major,9104
2017/2018 MAHA,RATNAPURA,Sown,Major,2102
2017/2018 MAHA,KEGALLE,Sown,Major,NA
2017/2018 MAHA,UDAWALAWE,Sown,Major,10492
2017/2018 MAHA,MAHAWELI'H',Sown,Major,15011
2017/2018 MAHA,COLOMBO,Sown,Minor,760
2017/2018 MAHA,GAMPAHA,Sown,Minor,3505
2017/2018 MAHA,KALUTARA,Sown,Minor,1412
2017/2018 MAHA,KANDY,Sown,Minor,4825
2017/2018 MAHA,MATALE,Sown,Minor,6421
2017/2018 MAHA,NUWARAELIYA,Sown,Minor,3825
2017/2018 MAHA,GALLE,Sown,Minor,2126
2017/2018 MAHA,MATARA,Sown,Minor,3233
2017/2018 MAHA,HAMBANTOTA,Sown,Minor,5851
2017/2018 MAHA,JAFFNA,Sown,Minor,NA
2017/2018 MAHA,MANNAR,Sown,Minor,3958
2017/2018 MAHA,VAVUNIYA,Sown,Minor,8588
2017/2018 MAHA,MULATIVU,Sown,Minor,4757
2017/2018 MAHA,KILLINOCHCHI,Sown,Minor,553
2017/2018 MAHA,BATTICALOA,Sown,Minor,3625
2017/2018 MAHA,AMPARA,Sown,Minor,4582
2017/2018 MAHA,TRINCOMALEE,Sown,Minor,8040
2017/2018 MAHA,KURUNEGALA,Sown,Minor,16442
2017/2018 MAHA,PUTTALAM,Sown,Minor,2996
2017/2018 MAHA,ANURADHAPURA,Sown,Minor,28352
2017/2018 MAHA,POLONNARUWA,Sown,Minor,7572
2017/2018 MAHA,BADULLA,Sown,Minor,9628
2017/2018 MAHA,MONARAGALA,Sown,Minor,10439
2017/2018 MAHA,RATNAPURA,Sown,Minor,5369
2017/2018 MAHA,KEGALLE,Sown,Minor,1757
2017/2018 MAHA,UDAWALAWE,Sown,Minor,NA
2017/2018 MAHA,MAHAWELI'H',Sown,Minor,NA
2017/2018 MAHA,COLOMBO,Sown,RainFed,2127
2017/2018 MAHA,GAMPAHA,Sown,RainFed,5594
2017/2018 MAHA,KALUTARA,Sown,RainFed,9529
2017/2018 MAHA,KANDY,Sown,RainFed,1996
2017/2018 MAHA,MATALE,Sown,RainFed,3515
2017/2018 MAHA,NUWARAELIYA,Sown,RainFed,29
2017/2018 MAHA,GALLE,Sown,RainFed,8448
2017/2018 MAHA,MATARA,Sown,RainFed,6164
2017/2018 MAHA,HAMBANTOTA,Sown,RainFed,1259
2017/2018 MAHA,JAFFNA,Sown,RainFed,10424
2017/2018 MAHA,MANNAR,Sown,RainFed,79
2017/2018 MAHA,VAVUNIYA,Sown,RainFed,1826
2017/2018 MAHA,MULATIVU,Sown,RainFed,7126
2017/2018 MAHA,KILLINOCHCHI,Sown,RainFed,14789
2017/2018 MAHA,BATTICALOA,Sown,RainFed,38515
2017/2018 MAHA,AMPARA,Sown,RainFed,15683
2017/2018 MAHA,TRINCOMALEE,Sown,RainFed,10449
2017/2018 MAHA,KURUNEGALA,Sown,RainFed,19383
2017/2018 MAHA,PUTTALAM,Sown,RainFed,791
2017/2018 MAHA,ANURADHAPURA,Sown,RainFed,7687
2017/2018 MAHA,POLONNARUWA,Sown,RainFed,2834
2017/2018 MAHA,BADULLA,Sown,RainFed,4716
2017/2018 MAHA,MONARAGALA,Sown,RainFed,16830
2017/2018 MAHA,RATNAPURA,Sown,RainFed,2529
2017/2018 MAHA,KEGALLE,Sown,RainFed,4036
2017/2018 MAHA,UDAWALAWE,Sown,RainFed,NA
2017/2018 MAHA,MAHAWELI'H',Sown,RainFed,NA
2017/2018 MAHA,COLOMBO,Harvested,Major,296
2017/2018 MAHA,GAMPAHA,Harvested,Major,1469
2017/2018 MAHA,KALUTARA,Harvested,Major,143
2017/2018 MAHA,KANDY,Harvested,Major,4214
2017/2018 MAHA,MATALE,Harvested,Major,6900
2017/2018 MAHA,NUWARAELIYA,Harvested,Major,851
2017/2018 MAHA,GALLE,Harvested,Major,201
2017/2018 MAHA,MATARA,Harvested,Major,4087
2017/2018 MAHA,HAMBANTOTA,Harvested,Major,27585
2017/2018 MAHA,JAFFNA,Harvested,Major,NA
2017/2018 MAHA,MANNAR,Harvested,Major,14512
2017/2018 MAHA,VAVUNIYA,Harvested,Major,2412
2017/2018 MAHA,MULATIVU,Harvested,Major,6560
2017/2018 MAHA,KILLINOCHCHI,Harvested,Major,11407
2017/2018 MAHA,BATTICALOA,Harvested,Major,22656
2017/2018 MAHA,AMPARA,Harvested,Major,60974
2017/2018 MAHA,TRINCOMALEE,Harvested,Major,20463
2017/2018 MAHA,KURUNEGALA,Harvested,Major,11691
2017/2018 MAHA,PUTTALAM,Harvested,Major,2051
2017/2018 MAHA,ANURADHAPURA,Harvested,Major,23051
2017/2018 MAHA,POLONNARUWA,Harvested,Major,54515
2017/2018 MAHA,BADULLA,Harvested,Major,5906
2017/2018 MAHA,MONARAGALA,Harvested,Major,9086
2017/2018 MAHA,RATNAPURA,Harvested,Major,2102
2017/2018 MAHA,KEGALLE,Harvested,Major,NA
2017/2018 MAHA,UDAWALAWE,Harvested,Major,10492
2017/2018 MAHA,MAHAWELI'H',Harvested,Major,15002
2017/2018 MAHA,COLOMBO,Harvested,Minor,760
2017/2018 MAHA,GAMPAHA,Harvested,Minor,3485
2017/2018 MAHA,KALUTARA,Harvested,Minor,1410
2017/2018 MAHA,KANDY,Harvested,Minor,4802
2017/2018 MAHA,MATALE,Harvested,Minor,6179
2017/2018 MAHA,NUWARAELIYA,Harvested,Minor,3824
2017/2018 MAHA,GALLE,Harvested,Minor,2126
2017/2018 MAHA,MATARA,Harvested,Minor,3210
2017/2018 MAHA,HAMBANTOTA,Harvested,Minor,5851
2017/2018 MAHA,JAFFNA,Harvested,Minor,NA
2017/2018 MAHA,MANNAR,Harvested,Minor,3665
2017/2018 MAHA,VAVUNIYA,Harvested,Minor,5941
2017/2018 MAHA,MULATIVU,Harvested,Minor,3809
2017/2018 MAHA,KILLINOCHCHI,Harvested,Minor,553
2017/2018 MAHA,BATTICALOA,Harvested,Minor,3625
2017/2018 MAHA,AMPARA,Harvested,Minor,4392
2017/2018 MAHA,TRINCOMALEE,Harvested,Minor,7626
2017/2018 MAHA,KURUNEGALA,Harvested,Minor,13914
2017/2018 MAHA,PUTTALAM,Harvested,Minor,2588
2017/2018 MAHA,ANURADHAPURA,Harvested,Minor,21436
2017/2018 MAHA,POLONNARUWA,Harvested,Minor,7371
2017/2018 MAHA,BADULLA,Harvested,Minor,9600
2017/2018 MAHA,MONARAGALA,Harvested,Minor,10069
2017/2018 MAHA,RATNAPURA,Harvested,Minor,5345
2017/2018 MAHA,KEGALLE,Harvested,Minor,1744
2017/2018 MAHA,UDAWALAWE,Harvested,Minor,NA
2017/2018 MAHA,MAHAWELI'H',Harvested,Minor,NA
2017/2018 MAHA,COLOMBO,Harvested,RainFed,2127
2017/2018 MAHA,GAMPAHA,Harvested,RainFed,5562
2017/2018 MAHA,KALUTARA,Harvested,RainFed,9486
2017/2018 MAHA,KANDY,Harvested,RainFed,1826
2017/2018 MAHA,MATALE,Harvested,RainFed,2887
2017/2018 MAHA,NUWARAELIYA,Harvested,RainFed,29
2017/2018 MAHA,GALLE,Harvested,RainFed,8398
2017/2018 MAHA,MATARA,Harvested,RainFed,6150
2017/2018 MAHA,HAMBANTOTA,Harvested,RainFed,1259
2017/2018 MAHA,JAFFNA,Harvested,RainFed,8964
2017/2018 MAHA,MANNAR,Harvested,RainFed,48
2017/2018 MAHA,VAVUNIYA,Harvested,RainFed,450
2017/2018 MAHA,MULATIVU,Harvested,RainFed,4342
2017/2018 MAHA,KILLINOCHCHI,Harvested,RainFed,12508
2017/2018 MAHA,BATTICALOA,Harvested,RainFed,38515
2017/2018 MAHA,AMPARA,Harvested,RainFed,10958
2017/2018 MAHA,TRINCOMALEE,Harvested,RainFed,9918
2017/2018 MAHA,KURUNEGALA,Harvested,RainFed,16936
2017/2018 MAHA,PUTTALAM,Harvested,RainFed,540
2017/2018 MAHA,ANURADHAPURA,Harvested,RainFed,3214
2017/2018 MAHA,POLONNARUWA,Harvested,RainFed,2791
2017/2018 MAHA,BADULLA,Harvested,RainFed,4008
2017/2018 MAHA,MONARAGALA,Harvested,RainFed,10572
2017/2018 MAHA,RATNAPURA,Harvested,RainFed,2509
2017/2018 MAHA,KEGALLE,Harvested,RainFed,3980
2017/2018 MAHA,UDAWALAWE,Harvested,RainFed,NA
2017/2018 MAHA,MAHAWELI'H',Harvested,RainFed,NA
2017/2018 MAHA,COLOMBO,Yield,Major,3487
2017/2018 MAHA,GAMPAHA,Yield,Major,3931
2017/2018 MAHA,KALUTARA,Yield,Major,3532
2017/2018 MAHA,KANDY,Yield,Major,4714
2017/2018 MAHA,MATALE,Yield,Major,4268
2017/2018 MAHA,NUWARAELIYA,Yield,Major,4034
2017/2018 MAHA,GALLE,Yield,Major,3319
2017/2018 MAHA,MATARA,Yield,Major,4152
2017/2018 MAHA,HAMBANTOTA,Yield,Major,5956
2017/2018 MAHA,JAFFNA,Yield,Major,NA
2017/2018 MAHA,MANNAR,Yield,Major,4722
2017/2018 MAHA,VAVUNIYA,Yield,Major,4396
2017/2018 MAHA,MULATIVU,Yield,Major,4643
2017/2018 MAHA,KILLINOCHCHI,Yield,Major,4536
2017/2018 MAHA,BATTICALOA,Yield,Major,3838
2017/2018 MAHA,AMPARA,Yield,Major,4803
2017/2018 MAHA,TRINCOMALEE,Yield,Major,4895
2017/2018 MAHA,KURUNEGALA,Yield,Major,5324
2017/2018 MAHA,PUTTALAM,Yield,Major,3806
2017/2018 MAHA,ANURADHAPURA,Yield,Major,4942
2017/2018 MAHA,POLONNARUWA,Yield,Major,5055
2017/2018 MAHA,BADULLA,Yield,Major,5199
2017/2018 MAHA,MONARAGALA,Yield,Major,4984
2017/2018 MAHA,RATNAPURA,Yield,Major,4289
2017/2018 MAHA,KEGALLE,Yield,Major,NA
2017/2018 MAHA,UDAWALAWE,Yield,Major,6355
2017/2018 MAHA,MAHAWELI'H',Yield,Major,5645
2017/2018 MAHA,COLOMBO,Yield,Minor,3245
2017/2018 MAHA,GAMPAHA,Yield,Minor,4177
2017/2018 MAHA,KALUTARA,Yield,Minor,3497
2017/2018 MAHA,KANDY,Yield,Minor,3484
2017/2018 MAHA,MATALE,Yield,Minor,5165
2017/2018 MAHA,NUWARAELIYA,Yield,Minor,3276
2017/2018 MAHA,GALLE,Yield,Minor,2458
2017/2018 MAHA,MATARA,Yield,Minor,3617
2017/2018 MAHA,HAMBANTOTA,Yield,Minor,5479
2017/2018 MAHA,JAFFNA,Yield,Minor,NA
2017/2018 MAHA,MANNAR,Yield,Minor,3565
2017/2018 MAHA,VAVUNIYA,Yield,Minor,4133
2017/2018 MAHA,MULATIVU,Yield,Minor,3406
2017/2018 MAHA,KILLINOCHCHI,Yield,Minor,4566
2017/2018 MAHA,BATTICALOA,Yield,Minor,3062
2017/2018 MAHA,AMPARA,Yield,Minor,3296
2017/2018 MAHA,TRINCOMALEE,Yield,Minor,3104
2017/2018 MAHA,KURUNEGALA,Yield,Minor,4466
2017/2018 MAHA,PUTTALAM,Yield,Minor,4517
2017/2018 MAHA,ANURADHAPURA,Yield,Minor,3996
2017/2018 MAHA,POLONNARUWA,Yield,Minor,3688
2017/2018 MAHA,BADULLA,Yield,Minor,4114
2017/2018 MAHA,MONARAGALA,Yield,Minor,4281
2017/2018 MAHA,RATNAPURA,Yield,Minor,3542
2017/2018 MAHA,KEGALLE,Yield,Minor,4301
2017/2018 MAHA,UDAWALAWE,Yield,Minor,NA
2017/2018 MAHA,MAHAWELI'H',Yield,Minor,NA
2017/2018 MAHA,COLOMBO,Yield,RainFed,3529
2017/2018 MAHA,GAMPAHA,Yield,RainFed,3495
2017/2018 MAHA,KALUTARA,Yield,RainFed,3325
2017/2018 MAHA,KANDY,Yield,RainFed,2824
2017/2018 MAHA,MATALE,Yield,RainFed,4685
2017/2018 MAHA,NUWARAELIYA,Yield,RainFed,3978
2017/2018 MAHA,GALLE,Yield,RainFed,3111
2017/2018 MAHA,MATARA,Yield,RainFed,3678
2017/2018 MAHA,HAMBANTOTA,Yield,RainFed,3115
2017/2018 MAHA,JAFFNA,Yield,RainFed,2055
2017/2018 MAHA,MANNAR,Yield,RainFed,3544
2017/2018 MAHA,VAVUNIYA,Yield,RainFed,4488
2017/2018 MAHA,MULATIVU,Yield,RainFed,3425
2017/2018 MAHA,KILLINOCHCHI,Yield,RainFed,3903
2017/2018 MAHA,BATTICALOA,Yield,RainFed,2670
2017/2018 MAHA,AMPARA,Yield,RainFed,3730
2017/2018 MAHA,TRINCOMALEE,Yield,RainFed,3162
2017/2018 MAHA,KURUNEGALA,Yield,RainFed,3754
2017/2018 MAHA,PUTTALAM,Yield,RainFed,3821
2017/2018 MAHA,ANURADHAPURA,Yield,RainFed,3416
2017/2018 MAHA,POLONNARUWA,Yield,RainFed,3850
2017/2018 MAHA,BADULLA,Yield,RainFed,3616
2017/2018 MAHA,MONARAGALA,Yield,RainFed,3234
2017/2018 MAHA,RATNAPURA,Yield,RainFed,2825
